[Ca2+],[Mg2+],K0p0,K0p1,K0p2,K0p3,K0p4,K0p5,K1p0,K1p1,K1p2,K1p3,K1p4,K2p0,K2p1,K2p2,K2p3,K2p4,Kbp0,Kbp1,Kbp2,Kbp3,Kbp4,Kbp5,Kbp6,Kbp7,Kbp8,Kbp9,Kbp10,Kbp11,Kwp0,Kwp1,Kwp2,Kwp3,Kwp4,Kwp5,Kwp6,Kcp0,Kcp1,Kcp2,Kcp3,Kcp4,Kcp5,Kcp6,Kcp7,Kcp8,Kap0,Kap1,Kap2,Kap3,Kap4,Kap5,Kap6,Kap7,Kap8,Ksp0,Ksp1,Ksp2,Ksp3,Ksp4,Ksp5,Ksp6,Ksp7,Ksp8,Ksp9,Ksp10
0.001,0.001,-54.40755708,85.14526378,20.57073427,0.048799303,-0.04108607,0.007638355,50.9140602,-3186.242916,-8.132106149,0.011188729,-0.000115092,-51.77952069,788.771181,6.898176619,0.015065419,-9.46E-05,161.3506264,151.0008095,1.405528034,-9716.343815,-3237.88995,-81.03072377,3.087570991,-0.158537222,-26.38058937,-27.45613763,-0.215219463,0.056478198,182.4949005,-15165.01658,-28.79424645,734.8310039,-19.10234352,2.977582631,-0.022820768,-172.2132215,-0.083830318,2657.3879,72.58524381,-1.839595807,0.004511614,326.4279916,-0.070734706,0.003816754,-177.5520709,-0.085447591,2856.405769,74.73918813,-1.133362129,0.003400926,236.5852153,-0.09382089,0.005635021,57.87404854,27.56172219,-10.5879813,-25977.75558,535.1463587,-79.67114431,47957.62404,-933.876458,139.084958,-6890.585665,2977.111201
0.001,0.002,-54.50668565,85.28631283,20.61813904,0.048344717,-0.040773729,0.00758583,51.08779071,-3193.776639,-8.158173952,0.011194399,-0.000115087,-51.12646204,754.3055582,6.805324241,0.015171642,-9.52E-05,158.4082508,151.6128765,1.337271438,-9403.819278,-3388.317843,-48.75803851,-0.110111536,-0.027396605,-25.94267898,-27.54075139,-0.205050882,0.056406566,179.605812,-15025.82392,-28.36582415,704.5214109,-18.52682153,2.893626346,-0.021944429,-180.0264662,-0.085855277,2872.891775,75.69587581,-1.801979897,0.004453214,321.1093795,-0.070958716,0.003827616,-185.2772857,-0.08745118,3069.341829,77.81519007,-1.096198584,0.003343215,231.3257898,-0.094037036,0.005645452,142.7840681,-4604.954331,-23.33110167,-13226.50808,342.1240983,-50.70064298,35661.92445,-824.3298679,122.6440552,-1146.22028,1344.977097
0.001,0.003,-54.60537071,85.42672841,20.66533252,0.047893136,-0.040463394,0.007533639,51.26140693,-3201.305753,-8.184224598,0.011200164,-0.000115084,-50.48193839,720.5287299,6.713542152,0.015272835,-9.58E-05,160.2541949,150.6316863,1.396834626,-9319.907551,-3458.407518,-24.57209196,-3.044895686,0.092768342,-26.21862835,-27.38718712,-0.213938303,0.05632772,178.0192364,-14947.51203,-28.13025371,683.434915,-18.1448208,2.838252671,-0.021112604,-187.1861125,-0.087705629,3070.403376,78.54584076,-1.766243246,0.004397461,316.0519819,-0.071153948,0.003836919,-192.322424,-0.089272438,3263.583909,80.61980134,-1.060877651,0.003288178,226.3300685,-0.094233036,0.005654792,106.9829173,-2666.555344,-17.95774311,-18527.64438,423.2337074,-62.87232711,40691.59947,-869.5903103,129.4369382,-3481.56728,2008.678974
0.001,0.004,-54.70432336,85.56752071,20.71265539,0.047440792,-0.040152517,0.007481352,51.43592902,-3208.874964,-8.210411087,0.011206085,-0.000115082,-49.84506109,687.3782832,6.622710604,0.015369611,-9.64E-05,159.7136067,150.4547811,1.395119822,-9465.891477,-3341.742382,-52.45161509,0.021173709,-0.032988556,-26.13869624,-27.35455036,-0.213687406,0.056259894,176.5744675,-14877.44747,-27.91522314,663.7139251,-17.78284002,2.78577369,-0.020388754,-193.7685181,-0.089403173,3251.931229,81.16571876,-1.732113189,0.004344294,311.2476542,-0.071357455,0.003846701,-198.8727982,-0.090963273,3444.113645,83.22729133,-1.027006673,0.003235428,221.5614179,-0.094434038,0.005664433,160.0145365,-4979.94681,-25.91717144,-13197.99606,302.2719807,-44.71530299,37521.69066,-800.5596221,119.0759118,-3337.385695,1967.963797
0.001,0.005,-54.80336615,85.70844604,20.76001988,0.046987451,-0.039840998,0.007428961,51.60954548,-3216.404365,-8.23646255,0.011212179,-0.000115084,-49.218781,654.9663098,6.533283674,0.015461799,-9.70E-05,159.546017,150.1327366,1.399468129,-9457.728935,-3332.564169,-52.58406596,0.009502519,-0.032235898,-26.11420648,-27.29908911,-0.214336604,0.056178307,174.5304381,-14780.95043,-27.61075701,639.7839843,-17.32248181,2.718580455,-0.01971939,-199.9166664,-0.09098584,3421.475582,83.61252001,-1.699327533,0.004293135,306.6418341,-0.071553867,0.003856139,-204.9038332,-0.092515587,3610.349492,85.62758688,-0.994593947,0.003184912,217.0110788,-0.094631228,0.005673907,141.2735778,-4299.932065,-23.10411912,-14435.73822,344.5519125,-51.05960072,37516.32075,-823.8467703,122.5711284,-2569.675766,1749.765716
0.001,0.006,-54.90240408,85.84934717,20.80738725,0.046534806,-0.039529841,0.007376614,51.78352972,-3223.949802,-8.262566951,0.011217599,-0.000115075,-48.60283023,623.2629977,6.445231417,0.015549941,-9.75E-05,158.5974622,150.0877576,1.384563042,-9568.022382,-3233.51004,-77.06044316,2.766215546,-0.145181868,-25.97378321,-27.28559483,-0.212128259,0.056105856,173.611082,-14737.67448,-27.47297561,624.3494638,-17.03816447,2.677499201,-0.019168085,-205.5489703,-0.092430845,3576.828713,85.8535715,-1.668066421,0.004244197,302.2508078,-0.071732469,0.00386464,-210.4925037,-0.093950318,3764.40896,87.85153239,-0.96358048,0.003136371,212.6542397,-0.094807345,0.005682267,102.5130711,-2718.372203,-17.2867531,-17805.53627,432.3077187,-64.22844202,38906.72948,-872.8217738,129.9213234,-2018.598959,1592.933821
0.001,0.007,-55.00105069,85.98970965,20.85456206,0.046085291,-0.039220888,0.007324652,51.95719419,-3231.482118,-8.288624422,0.01122347,-0.000115073,-47.99607033,592.2002567,6.358395045,0.015634197,-9.80E-05,159.3322277,149.4739704,1.415246171,-9636.299782,-3187.032115,-84.31577487,3.410717067,-0.171579403,-26.0836926,-27.18714685,-0.216699615,0.056029416,170.4394083,-14592.16169,-27.00020433,592.0957387,-16.3807514,2.580893826,-0.01866151,-210.7660377,-0.09376773,3720.600875,87.9293911,-1.638133154,0.004197495,298.0736797,-0.071925102,0.003873921,-215.6103441,-0.095260676,3905.431076,89.88781578,-0.933942693,0.003090102,208.5145122,-0.094993264,0.005691177,106.5628109,-2836.339233,-17.8943809,-17655.65207,422.7404003,-62.79091136,39092.14478,-866.7830596,129.0149704,-2357.647986,1689.470061
0.001,0.008,-55.09998805,86.13047544,20.90187885,0.045633702,-0.038910476,0.007272436,52.13126516,-3239.032435,-8.314743783,0.011229736,-0.000115076,-47.40137086,561.8915783,6.273211747,0.015714774,-9.85E-05,157.9752534,149.5504751,1.389772721,-9609.128083,-3172.290782,-88.87961499,4.037349427,-0.197177203,-25.88229696,-27.19152067,-0.212913621,0.055953968,169.5164269,-14550.22589,-26.86100582,576.3541844,-16.07953894,2.537055132,-0.018157152,-215.5366549,-0.094984382,3852.174517,89.82694738,-1.609528308,0.004152622,294.0727932,-0.072091204,0.003881793,-220.3524651,-0.096471382,4036.107271,91.77430834,-0.905501353,0.003045605,204.5461476,-0.095168757,0.005699554,134.7917504,-4112.126607,-22.13138896,-14608.53068,358.1882322,-53.09992905,37036.41264,-829.6537252,123.4417686,-2012.718928,1591.45139
0.001,0.009,-55.19904375,86.2714077,20.94925302,0.045181375,-0.038599551,0.00722013,52.30517685,-3246.575456,-8.340836992,0.011235251,-0.000115069,-46.81547442,532.1771683,6.18920479,0.015791812,-9.90E-05,156.5496744,149.6807213,1.362430909,-9355.02145,-3306.828778,-57.00964688,0.688765195,-0.060060288,-25.6706652,-27.20472796,-0.208848756,0.055887625,167.5376129,-14461.01754,-26.56482877,553.4644756,-15.61579822,2.469074545,-0.017750049,-219.9451384,-0.096106117,3973.699176,91.58028136,-1.582095276,0.00410968,290.2551933,-0.072265004,0.003890119,-224.7421665,-0.097588841,4157.069234,93.5203304,-0.878225303,0.003002865,200.7459321,-0.095336139,0.005707522,90.08711595,-1677.546942,-15.42180619,-21294.9318,459.5405239,-68.30961145,43435.62217,-886.3610609,131.9525966,-5012.786388,2444.079432
0.001,0.01,-55.2979899,86.41218743,20.99657387,0.044730981,-0.038289946,0.007168048,52.4793508,-3254.129957,-8.366969978,0.011240919,-0.000115064,-46.24116253,503.1680182,6.106795556,0.015866103,-9.95E-05,156.5294048,149.3023647,1.372361016,-9509.479144,-3192.144479,-82.8107584,3.461134428,-0.173440525,-25.66817651,-27.14092127,-0.21033064,0.055806707,166.2140302,-14402.27989,-26.36579979,535.1164518,-15.2474982,2.415207836,-0.017374534,-224.0214842,-0.097139915,4086.081089,93.20125126,-1.555806747,0.004068379,286.5937342,-0.072421475,0.003897532,-228.7364405,-0.098600832,4267.164856,95.10860632,-0.85216346,0.002961943,197.1173511,-0.095491991,0.005714894,103.3736226,-2513.398773,-17.41610034,-18774.46283,428.9253519,-63.71226197,40600.76895,-868.3994051,129.2563008,-3447.807218,1999.284798
0.001,0.011,-55.39630755,86.55207704,21.04359302,0.044284587,-0.037983052,0.007116425,52.65340929,-3261.680463,-8.393086591,0.011247079,-0.000115066,-45.67616717,474.7518448,6.02565372,0.015937441,-9.99E-05,159.4059402,147.9764725,1.460533321,-9562.93428,-3186.953235,-74.62315759,2.134206982,-0.119128574,-26.09733197,-26.93611241,-0.223470878,0.055727849,164.9259243,-14346.12976,-26.1717,517.204484,-14.88322667,2.361873453,-0.017050678,-227.8126067,-0.098099691,4190.531285,94.70881532,-1.530630338,0.004028747,283.0896353,-0.072567609,0.0039044,-232.4010066,-0.099523702,4368.287833,96.5650853,-0.827058838,0.002922437,193.6241938,-0.095638401,0.00572177,123.7280325,-3625.869877,-20.47071579,-15693.79621,382.2637074,-56.70763514,37604.37603,-841.3782191,125.2009041,-2058.424293,1604.547908
0.001,0.012,-55.49549479,86.69318895,21.09103242,0.043833221,-0.037672722,0.00706421,52.82740765,-3269.227079,-8.419193052,0.011252661,-0.00011506,-45.1223369,447.0002783,5.946063505,0.01600555,-0.000100375,158.14887,148.0395522,1.437547504,-9423.331617,-3248.488311,-60.21416596,0.669237349,-0.058956362,-25.91068859,-26.93901626,-0.22005164,0.055657783,162.8789032,-14255.4941,-25.86493963,494.2432638,-14.40566775,2.291713237,-0.016779408,-231.3119246,-0.098981912,4286.955315,96.099849,-1.506241619,0.003990598,279.7247737,-0.07273776,0.003912622,-235.8612833,-0.100397246,4463.518744,97.94089194,-0.802892589,0.002884708,190.2957506,-0.095812494,0.005730196,120.6010697,-3059.698954,-20.0015685,-17960.01217,389.0263923,-57.72021529,41116.67324,-844.5805007,125.6810503,-4620.167007,2332.697732
0.001,0.013,-55.59387611,86.83316269,21.13808392,0.043386536,-0.037365586,0.007012538,53.00096307,-3276.755955,-8.445233816,0.01125875,-0.00011506,-44.57880147,419.865117,5.867898531,0.016071374,-0.0001008,157.6111123,147.8321689,1.433480315,-9394.390747,-3246.728798,-59.49324629,0.615438524,-0.056864368,-25.83114285,-26.90068019,-0.219449038,0.055576985,161.2601514,-14184.96152,-25.62129901,474.0447342,-13.98526068,2.229893953,-0.016490624,-234.4632927,-0.099771219,4373.836827,97.35217722,-1.483103646,0.00395407,276.5116844,-0.072868976,0.00391874,-239.0198517,-0.101189188,4550.560186,99.19626291,-0.779845723,0.002848267,187.0902249,-0.095937042,0.005735943,158.156025,-5536.2034,-25.63763987,-10348.08457,303.2628596,-44.84715489,32298.14557,-795.4582543,118.3087021,466.1554721,887.2144677
0.001,0.014,-55.69255304,86.97355605,21.18527701,0.042938721,-0.037057669,0.006960732,53.17509782,-3284.30925,-8.471360472,0.011264413,-0.000115055,-44.04519987,393.3199101,5.791111608,0.016134969,-0.000101215,158.1284407,147.3071096,1.458814032,-9369.092172,-3259.034623,-52.89563291,-0.23095068,-0.022090677,-25.9089037,-26.81591769,-0.223230153,0.055506634,161.0178889,-14177.92987,-25.58219272,464.3553121,-13.7908238,2.201662446,-0.016266919,-237.4164484,-0.100509598,4455.179411,98.52557461,-1.46058485,0.003918882,273.4232058,-0.073036501,0.003926883,-241.920726,-0.101912535,4630.516163,100.3486099,-0.75739247,0.002813168,184.0095063,-0.096102274,0.005743952,133.7120801,-3702.725241,-21.96922055,-16292.25526,358.4489992,-53.12719437,39709.1296,-826.0145537,122.8941923,-4159.481396,2201.951445
0.001,0.015,-55.79194416,87.11495938,21.23281306,0.042487028,-0.036747123,0.006908482,53.34916339,-3291.860241,-8.497476757,0.011270223,-0.000115052,-43.52107587,367.3369161,5.715641738,0.016195755,-0.000101609,158.4446992,146.8478358,1.478880182,-9389.954473,-3237.273362,-55.32714312,-0.051142045,-0.029755613,-25.95716013,-26.74081906,-0.226238193,0.055436382,159.3869192,-14107.63122,-25.33662905,444.324958,-13.36781599,2.139415613,-0.016059898,-240.1149145,-0.101179798,4529.578921,99.59742239,-1.439089587,0.003884928,270.4501289,-0.073162963,0.003932802,-244.5860979,-0.10257384,4704.0011,101.407266,-0.736002941,0.00277936,181.0492017,-0.096225419,0.00574968,90.64181035,-1951.096057,-15.50507489,-20015.02817,456.0821507,-67.7783602,41216.48687,-880.6201058,131.0893929,-3512.437466,2017.81227
0.001,0.016,-55.89034707,87.25495601,21.27987763,0.042041485,-0.036440695,0.006856918,53.52302591,-3299.402309,-8.523562121,0.011275887,-0.000115047,-43.00849477,341.9996517,5.641800405,0.016254563,-0.000101995,156.7330878,147.0506884,1.442820696,-9341.636142,-3232.123479,-58.32444752,0.447220643,-0.049861847,-25.70234295,-26.76430866,-0.220858847,0.055362021,157.7563636,-14037.59214,-25.09111417,424.6661622,-12.95071038,2.078034116,-0.015886369,-242.5888485,-0.101790576,4597.805832,100.5796773,-1.418303289,0.003852193,267.5893038,-0.073297906,0.003939226,-246.9654741,-0.103157444,4769.715408,102.3514215,-0.715285579,0.002746776,178.2015569,-0.09636352,0.005756268,141.2745882,-4717.224976,-23.10385392,-12376.21422,340.542292,-50.43648044,33825.99091,-814.6423669,121.1873733,-63.63677154,1037.818643
0.001,0.017,-55.98899716,87.39531482,21.32705671,0.041594767,-0.036133536,0.006805242,53.69714515,-3306.956323,-8.549687314,0.011282101,-0.000115049,-42.50296501,317.1019237,5.568921942,0.016311254,-0.000102368,157.2077039,146.5276806,1.465976907,-9473.226086,-3140.233692,-77.4326477,2.424117829,-0.130731647,-25.77366393,-26.679397,-0.22431297,0.055286321,157.0615058,-14010.77442,-24.98425237,411.9324687,-12.68220317,2.038616673,-0.015703248,-244.7913291,-0.10232754,4658.665294,101.4533111,-1.39826742,0.003820641,264.8380565,-0.073430707,0.003945554,-249.1484996,-0.103689498,4830.0171,103.2173634,-0.695340714,0.002715363,175.462506,-0.096494739,0.005762498,145.272404,-4550.21212,-23.70386178,-13527.63731,331.1683347,-49.02756242,36231.08474,-808.7585357,120.3040388,-2082.948861,1611.880028
0.001,0.018,-56.0877337,87.53578088,21.37428184,0.04114836,-0.035826493,0.006753571,53.87098019,-3314.497846,-8.575768678,0.01128793,-0.000115046,-42.00757308,292.7727995,5.49747293,0.016365779,-0.000102727,156.2861776,146.4711892,1.452368036,-9325.635169,-3211.708653,-59.71008297,0.552001886,-0.053969629,-25.63692639,-26.66432877,-0.222288327,0.055214196,156.1632771,-13974.42218,-24.8475636,397.6816144,-12.37989367,1.994249526,-0.015572601,-246.9083366,-0.102847796,4716.874924,102.2940019,-1.379145609,0.003790498,262.2147427,-0.073555858,0.003951499,-251.2594853,-0.104207448,4888.096927,104.055475,-0.67613684,0.002685168,172.8347858,-0.096628213,0.005768886,124.2411581,-3486.178722,-20.54752542,-16288.69695,378.556162,-56.13744614,38576.80308,-834.8854323,124.2248887,-3006.700512,1874.34282
0.001,0.019,-56.18668794,87.67656131,21.42161009,0.040700465,-0.035518482,0.006701741,54.04465579,-3322.031739,-8.601825144,0.011293349,-0.000115038,-41.52134698,268.964481,5.427309995,0.016418655,-0.000103079,156.5270937,146.0527986,1.468062546,-9303.463859,-3218.301558,-55.31572675,0.00030869,-0.031532719,-25.67344918,-26.59553846,-0.224631305,0.055144501,154.4161553,-13900.08148,-24.58407605,377.4163275,-11.94212364,1.929590149,-0.015421778,-248.7569911,-0.103291163,4768.041735,103.0265358,-1.36045649,0.003760971,259.649572,-0.073674861,0.003957139,-253.0043464,-0.104620929,4936.513997,104.7462171,-0.657572445,0.002655792,170.2828597,-0.09674122,0.005774189,133.348273,-3735.226791,-21.9143633,-16044.42857,357.5747034,-52.98640851,39166.84408,-822.4451657,122.357526,-3862.354873,2117.624405
0.001,0.02,-56.28503033,87.81647982,21.46864309,0.040256002,-0.035212807,0.006650308,54.21857331,-3329.57757,-8.627919465,0.01129951,-0.000115039,-41.04376981,245.6462946,5.358361302,0.016469836,-0.000103421,157.129876,145.4792087,1.496131824,-9444.9261,-3121.486074,-75.27554017,2.04408661,-0.115052136,-25.7638749,-26.50311241,-0.228817767,0.055069089,153.9511706,-13884.38246,-24.51126425,366.69481,-11.71166284,1.895759323,-0.015310012,-250.5052341,-0.103711384,4816.279217,103.7196193,-1.342432191,0.00373259,257.1882216,-0.073800386,0.003963151,-254.6746959,-0.105017681,4982.748512,105.407704,-0.639529598,0.002627385,167.8194443,-0.0968672,0.005780215,125.6387288,-3643.62657,-20.75706429,-15683.13696,374.7100518,-55.55662211,37667.05714,-831.4900834,123.7150538,-2426.620649,1709.597638
0.001,0.021,-56.38384061,87.95705444,21.51590259,0.039810005,-0.034906053,0.006598686,54.39286574,-3337.139868,-8.654068491,0.011305266,-0.000115036,-40.5755016,222.8432813,5.290729623,0.016518961,-0.000103749,155.5131567,145.6438427,1.463688274,-9386.608022,-3123.575227,-76.32963135,2.321382437,-0.126424215,-25.52348278,-26.52079084,-0.223984903,0.054994484,152.5723577,-13826.76557,-24.30292459,349.1975114,-11.33225712,1.83983614,-0.015233396,-251.9936719,-0.104060048,4857.520128,104.3086253,-1.325116676,0.003705205,254.8178049,-0.073910938,0.003968378,-256.1808699,-0.105371626,5024.449183,106.0038982,-0.622235724,0.002600018,165.4507657,-0.096975866,0.005785329,110.1300197,-2714.71004,-18.42969071,-18376.85863,409.5970513,-60.79005233,40517.50898,-850.5816111,126.5798468,-3964.302708,2146.587905
0.001,0.022,-56.48364561,88.09902594,21.56364288,0.039357986,-0.034595145,0.006546351,54.56629881,-3344.664239,-8.680090194,0.011311406,-0.000115037,-40.11523613,200.4923072,5.224220225,0.016567098,-0.000104075,156.0821885,145.0937728,1.489943257,-9443.055251,-3082.529172,-82.71921683,2.892568081,-0.149738448,-25.6090347,-26.43199974,-0.227904912,0.054921068,151.9389124,-13803.23539,-24.20512527,337.4566031,-11.07804056,1.802428605,-0.015133367,-253.4357064,-0.104400247,4897.307253,104.8797665,-1.308335299,0.003678773,252.5340283,-0.074030742,0.003974145,-257.5553846,-0.105692643,5062.43069,106.5479,-0.605548232,0.00257372,163.1787349,-0.097093061,0.005790942,115.3800691,-3267.477218,-19.21745603,-16354.64833,397.2586118,-58.93662769,37632.84317,-842.9603257,125.4359866,-2023.156792,1594.902736
0.001,0.023,-56.5818574,88.2387577,21.61061379,0.038915273,-0.03429063,0.00649511,54.74002173,-3352.200903,-8.706153194,0.011316822,-0.000115029,-39.66205141,178.5468036,5.158702886,0.016613097,-0.000104384,156.5218296,144.582407,1.512547108,-9303.810177,-3169.02913,-57.82683319,0.050388146,-0.033054301,-25.67463751,-26.34906022,-0.231262971,0.054846154,151.6141284,-13794.43672,-24.15299924,328.0340456,-10.87102596,1.771998643,-0.015067197,-254.7207533,-0.104698119,4932.841568,105.3881414,-1.292090627,0.003653149,250.3228974,-0.074144061,0.003979577,-258.7666219,-0.105968746,5096.035843,107.0264114,-0.589297778,0.002548137,160.9714223,-0.09721127,0.005796629,113.4485593,-2873.351051,-18.92763894,-17952.1198,401.2849964,-59.53872721,40135.8994,-844.6108694,125.6833589,-3869.60015,2119.792849
0.001,0.024,-56.68078141,88.37949038,21.65792881,0.03846974,-0.033984169,0.006443534,54.91397753,-3359.74906,-8.732252294,0.011322852,-0.000115028,-39.21924738,157.1501444,5.094670258,0.016657777,-0.000104687,154.591918,144.8799381,1.470819331,-9322.452653,-3115.998945,-73.52994176,1.984259551,-0.112425369,-25.38840522,-26.38693654,-0.22506875,0.054778949,150.7142353,-13759.39039,-24.0153546,314.6079128,-10.57561509,1.728400396,-0.015002769,-255.8416368,-0.104951283,4963.94453,105.830797,-1.276357814,0.003628305,248.1825496,-0.074252627,0.003984773,-259.8727082,-0.106217855,5126.736638,107.463178,-0.573642425,0.002523351,158.8362301,-0.097312565,0.005801418,135.3632547,-4202.446511,-22.21635511,-14035.86485,351.0849116,-52.00318353,35884.46907,-815.6008075,121.3295483,-1592.19208,1472.605977
0.001,0.025,-56.77883803,88.51899426,21.7048276,0.038029293,-0.033681132,0.006392533,55.08790689,-3367.295971,-8.758347214,0.011328827,-0.000115027,-38.78320906,136.1367967,5.031586533,0.016700976,-0.00010498,155.2857683,144.3021865,1.500870753,-9238.037816,-3170.192693,-56.17687921,-0.063017276,-0.028525028,-25.49207721,-26.29460229,-0.229541551,0.05471024,150.5369333,-13756.96875,-23.98541896,306.3401204,-10.39338133,1.701663323,-0.014961879,-256.8128222,-0.105162833,4991.062003,106.2133472,-1.261029974,0.003604066,246.0974317,-0.0743568,0.003989755,-260.8380056,-0.106427499,5153.709512,107.8433114,-0.558309365,0.002499107,156.750871,-0.097417019,0.005806404,129.8171575,-3707.166577,-21.38416701,-15738.51308,363.3821024,-53.84633261,38158.39018,-821.9559283,122.2828579,-3109.8614,1903.958655
0.001,0.026,-56.87784054,88.65983283,21.75218176,0.037583017,-0.03337411,0.006340853,55.26149902,-3374.827347,-8.784390664,0.011334386,-0.000115021,-38.35402154,115.5068753,4.969464991,0.016743343,-0.000105271,154.5014357,144.182952,1.48986445,-9202.264974,-3169.448969,-55.83816125,-0.043733468,-0.029235969,-25.37615412,-26.26942587,-0.227914343,0.054631039,149.0826435,-13696.42693,-23.76560023,288.8591843,-10.00800921,1.644705236,-0.014930588,-257.7318696,-0.105365355,5016.504539,106.5759754,-1.246343792,0.003580923,244.1091152,-0.074464875,0.003994986,-261.6295356,-0.10659031,5175.953277,108.1539584,-0.543491996,0.002475734,154.7426802,-0.097524164,0.005811572,128.857489,-3651.798459,-21.24008804,-15884.06614,365.2247889,-54.12096155,38284.52971,-822.3869969,122.3473574,-3191.239487,1927.163497
0.001,0.027,-56.9768771,88.80072231,21.79955162,0.037137474,-0.033067612,0.006289266,55.43540184,-3382.373871,-8.810481418,0.011340453,-0.000115021,-37.93310472,95.31917693,4.908523843,0.016783792,-0.000105546,153.7159845,144.0906344,1.47972514,-9259.798692,-3107.995752,-70.63581485,1.62767533,-0.097735857,-25.25949683,-26.24930514,-0.226401141,0.054561371,148.9590229,-13696.89591,-23.74331846,281.337857,-9.838989921,1.619825988,-0.014891153,-258.4525918,-0.105510541,5036.780764,106.8586399,-1.232054514,0.003558191,242.1587921,-0.074550379,0.003998994,-262.4091086,-0.106754176,5197.676488,108.4606399,-0.529242617,0.002453182,152.8083058,-0.097620512,0.005816158,132.2295199,-3688.185951,-21.74602302,-16039.46634,357.1925465,-52.91375861,38916.24772,-817.2216371,121.5720568,-3840.170492,2111.659796
0.001,0.028,-57.07553739,88.94107193,21.84674314,0.036694097,-0.032762519,0.006237905,55.60898918,-3389.906118,-8.836523926,0.011346134,-0.000115016,-37.51894983,75.50390741,4.848536001,0.016823688,-0.000105822,152.7646989,144.0564095,1.464862471,-9236.149216,-3097.563333,-73.29113911,1.994077074,-0.112738196,-25.11846741,-26.23777951,-0.224192875,0.054492233,148.3826093,-13676.45332,-23.65405241,270.6544116,-9.600702068,1.584709217,-0.014884869,-259.1036677,-0.105638707,5055.083563,107.113687,-1.218105365,0.003536173,240.2719852,-0.074651941,0.004003909,-263.0441017,-0.106877361,5215.57714,108.7091684,-0.515329398,0.002431147,150.920226,-0.097714466,0.005820648,143.1769143,-4080.073787,-23.38914281,-15317.85111,331.8792877,-49.11238819,38899.82235,-802.2563299,119.3256177,-4317.926361,2247.54019
0.001,0.029,-57.17356895,89.08054563,21.89362837,0.036254783,-0.03246027,0.00618704,55.78296113,-3397.455686,-8.862624718,0.011352139,-0.000115015,-37.11094322,56.03016704,4.789415328,0.016862039,-0.000106086,154.6079629,143.0751853,1.525633713,-9265.624026,-3093.100787,-67.43497541,1.052673659,-0.074057812,-25.39355544,-26.08456942,-0.233247139,0.054415685,147.7176304,-13652.33327,-23.55131659,258.7997914,-9.334938356,1.545429267,-0.014869799,-259.7044058,-0.105756609,5071.86375,107.3492537,-1.204733642,0.003514997,238.4597897,-0.074742527,0.004008233,-263.5350615,-0.106962127,5229.539454,108.9001995,-0.501930459,0.002409916,149.1033932,-0.097804037,0.005824905,137.0544043,-3812.064604,-22.47007672,-15925.74943,345.5102924,-51.15655345,39235.44644,-809.37987,120.3947263,-4339.025558,2253.569439
0.001,0.03,-57.27215533,89.22078969,21.94078413,0.035812857,-0.032156146,0.006135842,55.9564095,-3404.981529,-8.888646768,0.011357914,-0.000115012,-36.71105092,36.98267911,4.731454754,0.016899625,-0.000106348,153.9516793,142.9475627,1.518328468,-9174.898512,-3131.206424,-57.44206146,-0.00012912,-0.030966859,-25.29672572,-26.05910272,-0.232171244,0.054347153,147.8686866,-13665.22946,-23.56987993,253.7214144,-9.217877036,1.528216243,-0.014840445,-260.1882952,-0.105841447,5085.577674,107.5377933,-1.191662382,0.003494231,236.6841807,-0.074826165,0.004012229,-263.9420763,-0.107023081,5241.316743,109.0573837,-0.488745924,0.002389026,147.3172746,-0.097894168,0.005829241,140.1679127,-4093.815839,-22.93738896,-14931.5578,338.0540558,-50.03539375,37869.14897,-804.5354796,119.6673693,-3459.649386,2003.659656
0.001,0.031,-57.37105394,89.36147295,21.9880911,0.035369067,-0.031850743,0.006084425,56.12995199,-3412.513061,-8.91468257,0.011363864,-0.000115011,-36.3164256,18.23230707,4.674233362,0.016935836,-0.000106599,153.7608816,142.6467373,1.524157649,-9298.762264,-3034.558831,-79.38254326,2.373009547,-0.128134846,-25.26876556,-26.00751897,-0.233039993,0.054273451,147.1378145,-13637.81244,-23.45780135,241.8136706,-8.950254117,1.488734002,-0.014879052,-260.5786076,-0.105901945,5096.706516,107.6890477,-1.178979162,0.003474142,234.9689327,-0.07491381,0.004016448,-264.2973243,-0.107072999,5251.546196,109.1944259,-0.476076098,0.002368927,145.6013005,-0.0979785,0.005833269,127.2590946,-3475.132981,-21.00001788,-16466.00995,367.0552031,-54.38589559,39027.65722,-820.3172032,122.0356673,-3821.231289,2106.387388
0.001,0.032,-57.46945495,89.50146017,22.03515666,0.034928173,-0.031547347,0.006033353,56.30351111,-3420.04438,-8.940719988,0.011369398,-0.000115004,-35.92889024,-0.143725209,4.61802567,0.016970685,-0.000106839,152.2385925,142.8036657,1.494203942,-9170.531553,-3084.744052,-68.48095602,1.328192447,-0.085269387,-25.04256133,-26.02463694,-0.228581056,0.054205798,147.1908661,-13646.24858,-23.4617759,236.3168321,-8.822636882,1.469909573,-0.014857221,-260.8866908,-0.105939439,5105.672998,107.8072021,-1.166517755,0.003454433,233.2872139,-0.075003604,0.004020804,-264.5515625,-0.107094123,5259.136743,109.2907145,-0.463597592,0.002349181,143.916612,-0.098067422,0.005837565,124.6384303,-3447.041553,-20.60667772,-16320.76713,372.6555869,-55.22442954,38469.33959,-822.8649741,122.4178168,-3313.341674,1962.106238
