[Ca2+],[Mg2+],K0p0,K0p1,K0p2,K0p3,K0p4,K0p5,K1p0,K1p1,K1p2,K1p3,K1p4,K2p0,K2p1,K2p2,K2p3,K2p4,Kbp0,Kbp1,Kbp2,Kbp3,Kbp4,Kbp5,Kbp6,Kbp7,Kbp8,Kbp9,Kbp10,Kbp11,Kwp0,Kwp1,Kwp2,Kwp3,Kwp4,Kwp5,Kwp6,Kcp0,Kcp1,Kcp2,Kcp3,Kcp4,Kcp5,Kcp6,Kcp7,Kcp8,Kap0,Kap1,Kap2,Kap3,Kap4,Kap5,Kap6,Kap7,Kap8,Ksp0,Ksp1,Ksp2,Ksp3,Ksp4,Ksp5,Ksp6,Ksp7,Ksp8,Ksp9,Ksp10
0.019,0.038,-59.05060809,91.76576145,22.7869687,0.02949228,-0.027744891,0.005392015,59.17005515,-3545.362874,-9.37052997,0.011503253,-0.000115482,-27.92852698,-393.1267434,3.469941443,0.017727732,-0.000110886,151.677608,142.6289867,1.534584919,-9093.593825,-3062.4134,-67.15341589,0.930952275,-0.06658862,-24.97522434,-26.03722099,-0.234279611,0.054670562,153.9759139,-13980.25392,-24.45899622,238.6448778,-8.787042847,1.46695926,-0.015657496,-107.6546934,-0.0583762,1216.995398,45.45781123,-0.716362323,0.002753291,167.5553745,-0.076998043,0.004118288,-105.8018272,-0.057760531,1235.026187,44.68055934,-0.002412591,0.001631404,76.75647302,-0.100259312,0.005945266,137.2628891,-4101.406974,-22.47629171,-14619.66477,341.9498723,-50.62396941,36288.49186,-786.9372226,117.0301913,-2840.140935,1828.683192
0.019,0.039,-59.14927726,91.90610141,22.83417115,0.029057876,-0.027445616,0.005341593,59.34375692,-3552.908844,-9.396584799,0.011509415,-0.000115483,-27.67959373,-404.1134732,3.433451741,0.017744062,-0.000111022,152.0804882,142.1523569,1.556147307,-9140.175084,-3026.044551,-72.89247473,1.453566202,-0.087974675,-25.03568256,-25.95995814,-0.23749052,0.054602411,154.3236136,-14001.89088,-24.5068997,235.2499902,-8.702518257,1.454453393,-0.015667734,-108.3679708,-0.058591372,1233.956659,45.75014712,-0.712528484,0.002746986,167.1068529,-0.07703629,0.004120219,-106.4325613,-0.057969682,1248.921453,44.94486258,-0.0022565,0.001627419,76.51019132,-0.099919883,0.005926635,135.6143377,-4037.588925,-22.22881443,-14734.2405,345.3335239,-51.1298726,36284.80617,-788.2327408,117.2244425,-2794.459954,1815.733716
0.019,0.04,-59.24782858,92.04627208,22.88131781,0.028624356,-0.027146916,0.005291265,59.51832888,-3560.492932,-9.422767689,0.011514965,-0.000115476,-27.43548762,-414.8694452,3.397669773,0.017759307,-0.000111145,151.6273291,141.9570382,1.554481402,-9144.865695,-3004.522716,-77.06149832,1.918849599,-0.106985867,-24.96875014,-25.92451828,-0.237244667,0.054533817,154.2966294,-14006.0662,-24.49941237,229.6718313,-8.570905335,1.434996252,-0.015694266,-109.0197344,-0.058786918,1249.429219,46.01723851,-0.708586222,0.002740564,166.6457175,-0.077080234,0.00412248,-107.1469044,-0.058177226,1266.348257,45.2353716,0.002991905,0.001620164,75.97636913,-0.100096811,0.005936124,138.5980193,-4203.149846,-22.67653509,-14259.8903,338.1881675,-50.05559968,35794.31156,-783.5775129,116.525616,-2574.260874,1753.192918
0.019,0.041,-59.34609572,92.18603405,22.92832987,0.028193892,-0.026850239,0.005241271,59.69245017,-3568.057149,-9.448883506,0.011520585,-0.00011547,-27.19288321,-425.545227,3.362095668,0.017775052,-0.000111277,151.2138058,141.7462022,1.554134106,-9128.578436,-2997.338216,-77.58486725,1.979449265,-0.109476946,-24.90760454,-25.88678735,-0.237192198,0.05446503,154.204628,-14007.91755,-24.48205345,223.2317551,-8.417662976,1.412304234,-0.015748647,-109.6150672,-0.058967173,1263.378988,46.26177345,-0.704835188,0.002734395,166.2043081,-0.077116489,0.004124327,-107.7603413,-0.058360189,1280.89188,45.48638231,0.007376316,0.001613668,75.50639655,-0.100204965,0.005941879,132.8856982,-3906.850723,-21.81924634,-15034.78253,350.8316032,-51.95103854,36462.7727,-790.119931,117.5072296,-2866.788963,1836.345014
0.019,0.042,-59.44453371,92.32604574,22.97542175,0.027761547,-0.026552342,0.005191079,59.86622107,-3575.606195,-9.474947073,0.011526282,-0.000115464,-26.95361714,-436.058736,3.327006399,0.017790386,-0.000111404,151.4041741,141.3202414,1.570566961,-9095.284742,-3009.867502,-71.66204236,1.249968272,-0.079493477,-24.93657357,-25.8166049,-0.239643711,0.054392332,153.963707,-14002.52984,-24.44282437,216.3286703,-8.255375971,1.388299768,-0.01580815,-110.1792281,-0.05913654,1276.647894,46.49337159,-0.701062107,0.002728069,165.7477559,-0.07714081,0.004125536,-108.2996574,-0.058523822,1293.425429,45.708339,0.010909539,0.001607555,75.06843321,-0.100210559,0.005942063,135.0801068,-3999.64863,-22.1485268,-14814.8333,345.4796667,-51.14588632,36319.06817,-786.4795267,116.9606871,-2876.677501,1839.205321
0.019,0.043,-59.54291728,92.46597509,23.02248942,0.027330213,-0.026255097,0.005140991,60.04038819,-3583.173175,-9.501070021,0.011532173,-0.000115462,-26.71540943,-446.511443,3.29206145,0.017805419,-0.000111528,151.190445,141.0417592,1.576026215,-9131.925208,-2970.603869,-79.61312547,2.094733659,-0.114066329,-24.90537534,-25.76875655,-0.240461215,0.054323775,153.5965593,-13991.1266,-24.38459287,207.8325209,-8.059003245,1.359120322,-0.015809597,-110.7019913,-0.05929544,1288.753499,46.7085024,-0.697417135,0.00272206,165.3163258,-0.077174145,0.004127257,-108.8360247,-0.058685699,1305.936372,45.92865676,0.014779188,0.001601412,74.62527467,-0.100267552,0.005945064,139.1944754,-4175.68258,-22.76587357,-14405.36936,335.7662418,-49.68635044,36067.36069,-780.3752219,116.0444706,-2885.533186,1841.789652
0.019,0.044,-59.64166088,92.60640656,23.06973161,0.026897785,-0.025957048,0.005090759,60.21388116,-3590.710866,-9.527092376,0.011538173,-0.00011546,-26.4810157,-456.7812917,3.257673298,0.017819935,-0.000111647,150.6868886,140.8656876,1.573083839,-9135.90063,-2948.842797,-83.98693476,2.589823388,-0.13436057,-24.83085955,-25.73630723,-0.240023108,0.054256274,153.2633447,-13981.39788,-24.33165014,200.0360991,-7.876930146,1.332142171,-0.01586222,-111.1867852,-0.059441984,1299.965728,46.90799015,-0.693710041,0.002715976,164.8757645,-0.077209166,0.004129068,-109.3096871,-0.058830276,1316.793593,46.12403525,0.018210901,0.001595493,74.19916189,-0.100273386,0.005945279,140.1437313,-4221.196557,-22.90827155,-14278.18129,333.2490445,-49.30665894,35942.21488,-778.3398623,115.7388274,-2856.876617,1833.68853
0.019,0.045,-59.73984846,92.74605949,23.11670443,0.026467439,-0.02566046,0.005040782,60.388118,-3598.280819,-9.553224941,0.011543796,-0.000115454,-26.24820018,-466.9686258,3.223506784,0.017834564,-0.000111769,150.370291,140.6290151,1.575847594,-9084.689337,-2966.242135,-78.24895211,1.949029245,-0.108083408,-24.78417393,-25.69496447,-0.240434691,0.054190199,154.0466882,-14022.86794,-24.44455355,200.5729566,-7.87620531,1.332091161,-0.015919667,-111.6310671,-0.059577513,1310.075875,47.09119191,-0.690030169,0.002710087,164.4510565,-0.077258512,0.004131672,-109.7594352,-0.058966751,1327.076846,46.30923105,0.022054772,0.00158952,73.76707666,-0.100341263,0.005948884,138.0124746,-4131.653057,-22.58837607,-14462.93773,337.7424576,-49.97905612,36004.08193,-780.2723488,116.0286456,-2840.088494,1828.959246
0.019,0.046,-59.83795244,92.88558852,23.16363896,0.026039159,-0.025365244,0.004991031,60.56181172,-3605.827788,-9.579276791,0.011549749,-0.000115452,-26.01779542,-477.0357139,3.189687665,0.017848762,-0.000111886,149.9637443,140.4059902,1.575435382,-9029.030442,-2984.828407,-72.33164276,1.304326135,-0.081617678,-24.72425413,-25.65505851,-0.24037705,0.054118084,153.5380283,-14005.17416,-24.36550032,191.620869,-7.667980523,1.301196507,-0.015973937,-112.0241776,-0.059696213,1318.992771,47.25336929,-0.686339583,0.002704031,164.0091881,-0.077292157,0.004133417,-110.1750381,-0.059092264,1336.567441,46.48052136,0.025758319,0.001583483,73.3268027,-0.100378673,0.005950826,138.5027242,-4152.437105,-22.66184251,-14403.71603,336.2762295,-49.75719792,35943.58611,-778.8355858,115.8129018,-2840.934924,1829.232045
0.019,0.047,-59.93695266,93.02638339,23.21100439,0.025605286,-0.025066194,0.004940626,60.73564124,-3613.380742,-9.605347998,0.011555431,-0.000115446,-25.79006151,-486.972606,3.156255123,0.01786273,-0.000112001,149.3624397,140.2664554,1.570306317,-9055.873792,-2946.767136,-80.9685573,2.274114991,-0.121281874,-24.63500612,-25.62829851,-0.239608894,0.054052718,153.534735,-14010.19568,-24.36171155,186.2911124,-7.540012258,1.282237088,-0.016023775,-112.3861434,-0.059807329,1327.023455,47.40326897,-0.682851288,0.002698261,163.5908145,-0.077320311,0.004134888,-110.5007008,-0.059194334,1343.568174,46.61622725,0.028908543,0.001577931,72.92744924,-0.100372458,0.00595042,138.2610046,-4139.226046,-22.62554061,-14426.55209,336.463602,-49.78331733,35941.20484,-778.3289268,115.7366382,-2855.326702,1833.365564
0.019,0.048,-60.03446519,93.16508404,23.25765202,0.025180697,-0.024773515,0.00489131,60.90930226,-3620.926523,-9.631394269,0.011561248,-0.000115443,-25.56438926,-496.8061822,3.123118388,0.017876423,-0.000112114,150.1832532,139.6399543,1.603269041,-9114.247664,-2908.319105,-86.1466475,2.680255518,-0.137877347,-24.75805324,-25.5283091,-0.244526633,0.053981323,153.1840384,-13999.58135,-24.30617999,178.3656267,-7.354141069,1.254646929,-0.01607672,-112.7263294,-0.059911954,1334.512943,47.54433716,-0.679424312,0.00269254,163.1751345,-0.077342414,0.004136028,-110.8455967,-0.0592991,1351.242234,46.7588297,0.032593635,0.001572051,72.4979097,-0.100421288,0.005953006,137.5524739,-4110.577639,-22.51917921,-14474.14227,337.7242855,-49.97051955,35928.32949,-778.4352911,115.7523776,-2841.653289,1829.525165
0.019,0.049,-60.13310638,93.30536681,23.30484635,0.024749518,-0.02447628,0.004841209,61.08295256,-3628.47194,-9.657438977,0.011567116,-0.00011544,-25.34035715,-506.5550421,3.090214644,0.01788982,-0.000112224,149.6169122,139.479253,1.59894763,-9036.316412,-2939.470602,-77.58192464,1.765133737,-0.100361354,-24.67419909,-25.49805748,-0.243883509,0.053912866,153.5429597,-14021.34153,-24.35608124,176.0497018,-7.290920694,1.245262119,-0.01612348,-113.0128691,-0.059999411,1340.701346,47.66332186,-0.675816835,0.00268671,162.747465,-0.077382937,0.004138198,-111.14694,-0.059393248,1357.691865,46.88440854,0.035832357,0.001566516,72.09596183,-0.100429836,0.005953428,140.2630366,-4245.530987,-22.92585142,-14112.94813,331.2008737,-48.98971279,35601.21228,-774.1362796,115.1070834,-2733.937442,1798.954527
0.019,0.05,-60.23089543,93.44444814,23.35163062,0.02432462,-0.024183317,0.004791831,61.25623128,-3636.001144,-9.683427573,0.011572855,-0.000115435,-25.11891653,-516.1782606,3.057685478,0.017903311,-0.000112336,149.1361721,139.2914584,1.597249995,-9024.712067,-2928.103094,-79.32243621,1.965898005,-0.108585273,-24.60316921,-25.46382666,-0.243633038,0.053845293,152.9170502,-13997.92305,-24.25980412,165.8358483,-7.055123714,1.210261077,-0.016183871,-113.2395894,-0.06007044,1345.281692,47.7583647,-0.672395414,0.002681112,162.3380613,-0.077414342,0.00413986,-111.3774326,-0.059463586,1362.467909,46.98050775,0.039535809,0.001560685,71.66627476,-0.100484783,0.005956364,140.0315779,-4238.825191,-22.89107892,-14107.17628,331.3681067,-49.0128294,35550.92968,-773.6210492,115.029544,-2712.187829,1792.799549
0.019,0.051,-60.32940993,93.58455739,23.39876205,0.023894403,-0.023886746,0.004741846,61.43010414,-3643.55655,-9.70950477,0.011578511,-0.000115429,-24.89924629,-525.7120956,3.025408305,0.017916903,-0.00011245,149.4333054,138.8624542,1.615341462,-9031.83462,-2916.583087,-79.25230637,1.868735955,-0.10453206,-24.64792537,-25.39389821,-0.246327767,0.053779969,152.7379797,-13994.75986,-24.23003288,159.7645454,-6.910341995,1.188795134,-0.016246392,-113.4851692,-0.060145572,1350.463635,47.86074027,-0.668934154,0.002675366,161.9148741,-0.077438141,0.004141132,-111.5925507,-0.059530233,1366.822651,47.07065459,0.042971869,0.001555015,71.24977131,-0.100511708,0.005957799,140.6038744,-4296.470236,-22.976865,-13887.55741,329.7172853,-48.76325197,35225.12033,-772.0830417,114.7985988,-2514.919727,1736.783504
0.019,0.052,-60.42795289,93.72469569,23.44591064,0.023465946,-0.023591308,0.004692042,61.60333354,-3651.084109,-9.735485796,0.011584307,-0.000115425,-24.68160453,-535.1444216,2.993425229,0.017929388,-0.00011255,148.5624437,138.7936278,1.603171572,-8996.534819,-2914.792364,-79.52445393,1.960977004,-0.108350772,-24.51868308,-25.37717953,-0.244514577,0.05370971,153.06283,-14014.84153,-24.27484588,157.0945947,-6.839034701,1.178163036,-0.016283404,-113.681287,-0.060206211,1354.37135,47.94307555,-0.66548427,0.002669695,161.4958411,-0.0774663,0.004142644,-111.8223919,-0.059600503,1371.628698,47.16655398,0.04646108,0.001549292,70.82611532,-0.100541054,0.005959368,140.5617114,-4254.372012,-22.97044738,-14062.99776,329.4584758,-48.72255111,35506.72527,-771.3305586,114.6855227,-2753.183727,1804.556686
0.019,0.053,-60.52595091,93.86407853,23.49279321,0.023038956,-0.023296945,0.004642432,61.77668232,-3658.617569,-9.761485021,0.011590317,-0.000115424,-24.46618048,-544.4680542,2.961761873,0.017941861,-0.000112652,148.2308707,138.5523223,1.605323084,-8997.269833,-2897.583012,-82.27659563,2.250633506,-0.120133866,-24.46969295,-25.33489145,-0.244832699,0.053640533,153.5831761,-14043.49171,-24.34896136,155.875621,-6.800499766,1.172438445,-0.016327133,-113.8353325,-0.060255141,1357.156525,48.00848794,-0.66210003,0.00266419,161.0893246,-0.077499032,0.004144415,-111.974549,-0.059648795,1374.365441,47.23115551,0.049892706,0.00154378,70.41904935,-0.100580771,0.005961511,141.9942442,-4306.10676,-23.1853877,-13955.63525,325.8488825,-48.17888382,35469.94323,-768.685077,114.2883006,-2811.670066,1821.23435
0.019,0.054,-60.6250166,94.00494928,23.54019561,0.022607091,-0.022999153,0.004592221,61.94997326,-3666.147452,-9.787475789,0.011596233,-0.000115422,-24.25236832,-553.7110277,2.930327298,0.017954685,-0.000112759,148.5584608,138.0949733,1.624928681,-8940.969283,-2927.660769,-71.77923425,1.006021974,-0.069094859,-24.5191415,-25.2603219,-0.247757277,0.053571152,153.2194749,-14031.57011,-24.29176528,148.1421322,-6.619812051,1.145587575,-0.016368129,-113.967483,-0.060297085,1359.422167,48.06494762,-0.658752221,0.00265866,160.6799167,-0.077523357,0.004145737,-112.0843024,-0.059684083,1376.052739,47.27857211,0.053209478,0.001538247,70.00934949,-0.100599556,0.005962524,144.0370627,-4398.686242,-23.49188329,-13721.98344,320.847901,-47.42647989,35285.81304,-765.2503633,113.7726777,-2784.150961,1813.456167
0.019,0.055,-60.72289117,94.14415461,23.5870189,0.022182531,-0.022706391,0.004542876,62.1235464,-3673.691414,-9.813507445,0.011602056,-0.000115418,-24.04077999,-562.8450677,2.899215316,0.017966928,-0.000112859,147.99068,137.9484622,1.621028835,-8958.538333,-2896.105046,-78.79284866,1.794708783,-0.101413355,-24.43506278,-25.2326323,-0.247176598,0.053507624,153.220637,-14037.02339,-24.28865185,143.814507,-6.510701997,1.129379092,-0.016449098,-114.0198488,-0.060315175,1359.64901,48.08904489,-0.655418751,0.002653162,160.2709434,-0.077547342,0.004147043,-112.1683405,-0.059712195,1377.070026,47.31565894,0.056429219,0.00153283,69.60741187,-0.100612586,0.005963226,141.033351,-4258.438523,-23.04107401,-14051.85774,327.3253785,-48.39659026,35497.83905,-768.3087911,114.2314512,-2844.338511,1830.57257
0.019,0.056,-60.82104725,94.28374154,23.63398351,0.021756797,-0.022412755,0.004493367,62.2966745,-3681.215219,-9.839472694,0.011607805,-0.000115413,-23.83028751,-571.9213151,2.868257115,0.017978937,-0.000112957,147.5799007,137.7449516,1.620181912,-8922.367519,-2902.358824,-76.01844076,1.494008862,-0.088957282,-24.3745225,-25.19607554,-0.247054244,0.053440447,152.6191025,-14014.23084,-24.19623007,133.978162,-6.283309205,1.095603702,-0.0165101,-114.1301205,-0.060350517,1361.391172,48.13654233,-0.652091702,0.002647716,159.8651462,-0.077574897,0.004148548,-112.2444783,-0.059737267,1377.932407,47.34930306,0.059782858,0.001527366,69.20004882,-0.100642582,0.005964856,140.4311,-4251.499996,-22.95057719,-14010.93931,328.3436728,-48.54760636,35345.86896,-768.2811482,114.2271895,-2729.539656,1797.985178
0.019,0.057,-60.91906964,94.42315136,23.68087997,0.021332652,-0.022120262,0.004444064,62.4697442,-3688.736733,-9.865429063,0.011613596,-0.000115409,-23.62213559,-580.8837513,2.837637473,0.017990908,-0.000113054,147.5283619,137.4246879,1.62982097,-8910.155453,-2898.104548,-74.99302295,1.335235553,-0.08244491,-24.36727715,-25.1423643,-0.248488115,0.053375109,152.7548324,-14025.19383,-24.21337912,130.5123181,-6.194915733,1.082484682,-0.016577199,-114.1528783,-0.060359917,1360.875502,48.14858301,-0.648771853,0.002642323,159.46222,-0.077605815,0.00415025,-112.2543788,-0.059742035,1377.13,47.35595344,0.063194488,0.001521866,68.78786304,-0.100678098,0.0059668,142.0865212,-4336.473887,-23.19894044,-13773.31985,324.2166618,-47.92634591,35111.64957,-765.3387347,113.785439,-2647.899839,1774.846319
0.019,0.058,-61.01730412,94.5628554,23.72787988,0.020905926,-0.021825978,0.004394451,62.64319145,-3696.275262,-9.89144153,0.011619374,-0.000115405,-23.41581137,-589.7566188,2.807281143,0.01800273,-0.000113151,147.2350205,137.179956,1.632909239,-8931.274246,-2868.224044,-80.84445562,1.960601585,-0.108027005,-24.32399183,-25.09980201,-0.248945904,0.053308586,153.4328797,-14061.21456,-24.3108886,130.6316229,-6.18390889,1.080812595,-0.016634876,-114.1711181,-0.060367218,1360.308086,48.15862823,-0.645440012,0.00263687,159.0526327,-0.077632429,0.004151726,-112.2837489,-0.059753004,1376.827413,47.37056411,0.066514453,0.001516464,68.38274684,-0.100707557,0.005968423,144.1657194,-4449.708708,-23.51085666,-13449.32391,319.1414676,-47.16288931,34777.01549,-761.8689211,113.2645965,-2507.336705,1734.951834
0.019,0.059,-61.11577239,94.70288109,23.77499477,0.020479141,-0.021531578,0.004344807,62.81612144,-3703.791881,-9.917376936,0.01162538,-0.000115404,-23.21139145,-598.536392,2.777199667,0.01801443,-0.000113247,147.2458452,136.8187319,1.644182768,-8910.452532,-2869.973762,-78.05947963,1.600999955,-0.093240139,-24.3262316,-25.03937891,-0.250628487,0.053237201,153.2641686,-14058.02078,-24.28286317,124.5464557,-6.038624813,1.059223337,-0.016693336,-114.1279046,-0.060357476,1358.091284,48.14403853,-0.642262001,0.00263163,158.6601724,-0.077654053,0.00415294,-112.245151,-0.059745548,1374.678297,47.35806143,0.069573763,0.001511345,68.00090813,-0.100721364,0.005969205,147.178534,-4645.699731,-23.96289629,-12838.67108,311.9266799,-46.07830628,34057.0212,-757.1808045,112.5609015,-2113.99079,1623.195372
0.019,0.06,-61.21397629,94.84253928,23.8219815,0.020053858,-0.021238264,0.004295354,62.98863046,-3711.289027,-9.943248439,0.011630953,-0.000115397,-23.00887036,-607.223427,2.747392225,0.018025976,-0.000113341,148.0736577,136.2036132,1.676988383,-8927.463545,-2859.267587,-76.46315668,1.267767756,-0.079624115,-24.45022796,-24.94144197,-0.255520014,0.05316942,153.5597601,-14076.31014,-24.32363159,122.0009727,-5.969867334,1.048963325,-0.016745197,-114.1110977,-0.060354323,1356.649071,48.13980034,-0.638936489,0.002626263,158.2547863,-0.077686761,0.004154766,-112.2006504,-0.059732842,1372.592456,47.34229874,0.073066925,0.001505804,67.58030925,-0.100764492,0.00597159,147.8845403,-4499.149433,-24.06887444,-13566.49036,309.979123,-45.78390294,35367.97148,-755.483074,112.3058204,-3164.779974,1921.891863
0.02,0.001,-55.46084209,86.66018193,21.06958288,0.045565282,-0.038806693,0.007254638,52.78933815,-3268.328309,-8.413386372,0.011293431,-0.000115648,-39.30551033,123.5698288,5.131181669,0.016864814,-0.000103817,162.047552,152.6996927,1.406173525,-9647.822181,-3303.088466,-69.52681361,1.770981336,-0.102243421,-26.49889647,-27.79158125,-0.215002777,0.057422414,190.9891527,-15527.8894,-30.07360806,777.9597082,-20.0956949,3.127752601,-0.022401537,-18.94708171,-0.03202674,-1009.077984,9.405834295,-0.892831538,0.003045959,186.986094,-0.074821219,0.004014697,-15.46515711,-0.030879419,-1030.36414,7.960394623,-0.176379009,0.001917846,95.65443985,-0.097896934,0.005831682,153.1517176,-5016.918417,-24.86141996,-12513.71471,319.1871851,-47.28025222,34981.53655,-796.3044369,118.443543,-1555.820267,1462.28704
0.02,0.002,-55.55950506,86.80054584,21.11677239,0.045120435,-0.038500703,0.007203142,52.96504508,-3275.955413,-8.439745498,0.011299262,-0.000115645,-38.89502795,104.3482104,5.0715057,0.016900928,-0.000104099,158.870876,153.3721699,1.331681997,-9438.730551,-3381.215345,-55.60384699,0.616578724,-0.05496494,-26.02616026,-27.88473238,-0.203907254,0.057345972,189.3241975,-15446.15942,-29.82640043,757.205491,-19.72101772,3.073522133,-0.021605573,-23.43335428,-0.033342826,-894.793858,11.22386886,-0.884953886,0.003033067,186.0936174,-0.074922557,0.004019441,-19.99193071,-0.032211224,-915.2437554,9.795623167,-0.168860447,0.001905431,94.80301388,-0.097985467,0.005835732,130.3856805,-3601.21642,-21.44454201,-16714.34192,370.5696613,-54.99006174,39596.17243,-824.711452,122.7068237,-4128.318218,2193.383586
0.02,0.003,-55.65801771,86.94069651,21.16388953,0.044677076,-0.038195705,0.007151812,53.1411954,-3283.602144,-8.466170446,0.011304984,-0.00011564,-38.49220424,85.52237221,5.01292683,0.016936486,-0.000104381,161.0477015,152.285033,1.401454523,-9606.384017,-3290.511196,-70.28494112,1.882007082,-0.106773351,-26.35123414,-27.71572402,-0.214310447,0.057270267,186.9786264,-15335.0147,-29.47753164,730.9454196,-19.21634821,2.999891087,-0.020911124,-27.74019577,-0.034608366,-785.2366561,12.96982337,-0.877552969,0.003020716,185.2433356,-0.074997221,0.004022764,-24.38120871,-0.033503738,-803.6961374,11.57544148,-0.161641282,0.001893401,93.98007787,-0.098061116,0.005839112,118.0226667,-3248.934898,-19.58882464,-17087.7552,398.3889873,-59.16378845,38827.42255,-839.8467353,124.9784339,-3047.992852,1886.338058
0.02,0.004,-55.75710135,87.08164572,21.21128456,0.044229978,-0.037888113,0.007100031,53.31760678,-3291.261052,-8.492634559,0.011310858,-0.000115637,-38.096786,67.07890523,4.955411687,0.016970555,-0.000104649,158.9748534,152.6114574,1.356313115,-9547.733113,-3286.514649,-73.99667387,2.509677584,-0.132376967,-26.0428801,-27.75774347,-0.207585651,0.057198275,184.9681883,-15240.31995,-29.17808482,707.2927416,-18.76139209,2.933558512,-0.020286251,-31.84040875,-0.035812386,-680.9626868,14.6319229,-0.870139927,0.003008522,184.4017721,-0.075087734,0.004026972,-28.52725635,-0.03472475,-698.4344278,13.25678914,-0.154506396,0.001881649,93.1765329,-0.09814861,0.005843156,151.0782981,-5015.062992,-24.55002735,-12272.66233,322.7405057,-47.80789854,34292.62493,-796.3789494,118.4542059,-1029.017608,1312.672244
0.02,0.005,-55.85598675,87.22232999,21.25857899,0.043784654,-0.037581821,0.007048489,53.49292174,-3298.871494,-8.518935007,0.011316807,-0.000115634,-37.70845119,49.00064114,4.898912319,0.017003833,-0.000104912,159.5007962,152.0568519,1.381771934,-9521.748675,-3298.534762,-67.31690849,1.657227469,-0.097470427,-26.12207807,-27.66778896,-0.211389569,0.057119748,183.2212604,-15158.98369,-28.9172476,686.0408893,-18.35152065,2.873812117,-0.019720052,-35.7567586,-0.036963582,-581.4888992,16.21985196,-0.862970725,0.002996735,183.5904716,-0.075176577,0.004031124,-32.5521544,-0.035910042,-596.254526,14.88901781,-0.147464135,0.001870099,92.38533184,-0.098239296,0.005847409,129.0742048,-3467.52322,-21.24765446,-17155.37851,372.4753858,-55.27009161,40158.25456,-823.9022066,122.584661,-4580.372117,2321.987342
0.02,0.006,-55.95430902,87.36219828,21.30560915,0.043343081,-0.037277943,0.006997331,53.66948376,-3306.536927,-8.545421805,0.011322745,-0.000115632,-37.32672379,31.26400738,4.843358091,0.017036691,-0.000105175,159.8768659,151.5707359,1.402648065,-9524.1972,-3290.383782,-66.04904385,1.416282271,-0.087551207,-26.17862286,-27.58856988,-0.214501066,0.057045869,181.1132804,-15062.10617,-28.60240835,662.1277054,-17.87720311,2.804404509,-0.01920954,-39.5969441,-0.038092915,-483.9545345,17.77707183,-0.856054711,0.002985193,182.795905,-0.075246315,0.004034247,-36.38950798,-0.037041789,-498.992365,16.44573473,-0.14077465,0.001858982,91.62741922,-0.098312917,0.005850746,136.6213712,-3918.199403,-22.38021501,-15831.34408,354.9769398,-52.64214619,38725.92453,-813.3918888,121.0071546,-3837.103417,2110.824298
0.02,0.007,-56.05250904,87.50190821,21.35257611,0.042902586,-0.036974889,0.006946328,53.84458774,-3314.138093,-8.571689637,0.011328411,-0.000115627,-36.9519154,13.8810812,4.788800425,0.017068066,-0.000105424,158.8282491,151.556815,1.385589008,-9502.660107,-3276.780168,-69.65878963,1.897908967,-0.107266659,-26.0230932,-27.57980312,-0.211966252,0.056973829,180.2349443,-15022.32639,-28.47023157,647.2938059,-17.59563896,2.763644411,-0.018790948,-43.11674557,-0.039129269,-394.8021984,19.20492064,-0.849361663,0.002974112,182.0370738,-0.075323216,0.004037791,-40.02273843,-0.038113518,-406.9954231,17.91983654,-0.134214737,0.001848117,90.88698403,-0.09838871,0.005854228,99.15944197,-2332.66891,-16.75752201,-19349.46489,439.7819907,-65.36861163,40517.77485,-860.7013376,128.1076613,-3646.151999,2056.430551
0.02,0.008,-56.15099969,87.64201959,21.39968567,0.042460359,-0.036670585,0.006895102,54.02100497,-3321.797563,-8.598154106,0.011334239,-0.000115623,-36.58232784,-3.225909024,4.734985193,0.017098678,-0.000105668,158.9087554,151.1542443,1.398525816,-9473.868999,-3284.615155,-65.0525524,1.328542492,-0.083833976,-26.03545552,-27.512719,-0.213891451,0.056895989,178.5867081,-14948.2336,-28.22309428,626.6660039,-17.18200189,2.703112733,-0.018386201,-46.61563579,-0.040160699,-306.2060302,20.62440225,-0.842781031,0.00296336,181.3020166,-0.075412138,0.004042009,-43.47827483,-0.039135036,-319.7057399,19.32235668,-0.127841024,0.001837755,90.18553597,-0.098481316,0.005858648,132.8434877,-3759.597816,-21.81310512,-16154.63271,362.8433972,-53.81894412,38824.29588,-816.5809861,121.4854086,-3806.365515,2102.142571
0.02,0.009,-56.24972365,87.78246898,21.4469045,0.042017147,-0.036365668,0.006843782,54.19666932,-3329.424212,-8.624505447,0.011339973,-0.000115618,-36.21910824,-20.0067736,4.682083411,0.017128873,-0.000105911,157.2617131,151.3331398,1.365114602,-9422.405148,-3281.681267,-67.47663245,1.762159863,-0.101615381,-25.79085612,-27.53250539,-0.208922386,0.05682232,176.4806503,-14853.98577,-27.90758706,602.6700672,-16.6897816,2.63081723,-0.018016389,-49.85217323,-0.041115843,-224.441298,21.93799869,-0.836514442,0.002952972,180.5939753,-0.075483702,0.004045312,-46.82347889,-0.040123931,-235.204143,20.68026247,-0.121726443,0.001827551,89.49312152,-0.09854552,0.005861547,130.2091369,-3765.816047,-21.4176524,-15850.40129,368.4585117,-54.65982383,37992.25974,-819.1196878,121.8662722,-3090.801369,1898.783819
